Reg-ID,State,Number,Year,Title,Description,Regulation Type,Current Status,History,StateNet History,Last Action Date,Introduction Date,Comment Period End,Adopted Date,Emergency Adopted Date,Effective Date,Expiration Date,Intent (access),Specific Policies Record Link,Categories (from Specific Policies Record Link),Subcategories (from Specific Policies Record Link),Headers (from Specific Policies Record Link),Specific Policies (from Specific Policies Record Link),Positive/Neutral/Restrictive (from Specific Policies Record Link),Category Intent (from Specific Policies Record Link),Specific Policies (access),Policy Categories (Access),Issuing Agency Link,Agency Type (from Issuing Agency Link),Priority Level (from Issuing Agency Link),Parent Agency (from Issuing Agency Link),State Reg ID,Citation,Contact,StateNet Link,Related Bills,Supersedes,Superseded By,Legal Status,Review Status,Website Blurb,Internal Notes,StateNet Regulations Import,Import Date,Last Updated,Last Updated By,Newly Tracked,Change in Status,Last Status Date Text
NJ-REG-23862-2025,NJ,23862,2025,Health Care Quality Act Application,"Readopts rules regarding Health Care Quality Act application to insurance companies, health service corporations, hospital service corporations, and medical service corporations.",Standard Rulemaking,Adopted,,"01/21/2025 - No published proposal - Vol. 57, No. 2, New Jersey Register 01/21/2025; 01/21/2025 - Readopted Rule without Change - Vol. 57, No. 2, New Jersey Register 01/21/2025 pp.196-197",2025-01-21,2025-01-21,,2025-01-21,,2024-12-19,,,,,,,,,,AbortionCoverage,Insurance,Department of Banking and Insurance/Division of Insurance,,,,57 NJR 196,NJAC 11:24A,"Denise Illes, Chief, Office of Regulatory Affairs, New Jersey Department of Banking and Insurance, 20 West State St, PO Box 325, Trenton, NJ 08625-0325, Fax: 609-292-0896, legsregs@dobi.nj.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:NJ202523862&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,checked,checked,"01/21/2025 - No published proposal - Vol. 57, No. 2, New Jersey Register 01/21/2025; 01/21/2025 - Readopted Rule without Change - Vol. 57, No. 2, New Jersey Register 01/21/2025 pp.196-197"
NJ-REG-23943-2025,NJ,23943,2025,Explicit and Implicit Bias Training,"Amends rules to implement P.L. 2021, c. 79, which requires hospitals providing inpatient maternity services and birthing centers to implement an explicit and implicit bias training program for health care professionals who provide perinatal treatment and care to pregnant persons at the hospital or birthing center.",Standard Rulemaking,Comment Period,,"05/05/2025 - Proposed Rule - Comment Deadline: 07/04/2025 - Vol. 57, No. 9, New Jersey Register 05/05/2025 pp.889-894",2025-05-05,2025-05-05,,,,,,,,,,,,,,MaternalMortality,Pregnancy,Department of Health/Health Systems Branch/Division of Certificate of Need and Licensing,,,,57 NJR 889,"NJAC 8:43E-3.4; 8:43A-28.14, 8:43G-19.39","Kimberly E. Jenkins, Director, Office of Legal and Regulatory Compliance, Office of the Commissioner, New Jersey Department of Health, PO Box 360, Trenton, NJ 08625-0360",http://custom.statenet.com/public/resources.cgi?id=ID:reg:NJ202523943&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,Comment Period,Needs Review,,,,,,,checked,checked,"05/05/2025 - Proposed Rule - Comment Deadline: 07/04/2025 - Vol. 57, No. 9, New Jersey Register 05/05/2025 pp.889-894"
NM-REG-7887-2024,NM,7887,2024,General Benefit Description,"Implements emergency amendments to rule concerning Health Care Professional Services, General Benefit Description.",Emergency Rule,Adopted,,"06/24/2025 - Rule Adoption - Vol. XXXVI, No. 12, New Mexico Register 06/24/2025",2025-06-24,2024-12-23,,2025-06-24,2024-12-23,,2025-06-21,,,,,,,,,"Doula, Misc",Pregnancy,Human Services Department/Medical Assistance Division,,,,,NMAC 8.310.2,"Medical Assistance Div Public Comments, Human Services Dept, Office of the Secretary, PO  Box 2348, Santa Fe, NM 87504-2348, HSD-madrules@hsd.nm.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:NM20247887&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,Expired,Needs Review,,,,,,,checked,checked,"06/24/2025 - Rule Adoption - Vol. XXXVI, No. 12, New Mexico Register 06/24/2025"
NM-REG-7890-2025,NM,7890,2025,"Family Planning Services, Recipient Requirements","Removes age restrictions to the family planning services, recipient requirements.",Standard Rulemaking,Adopted,,"06/10/2025 - Rule Adoption - Vol. XXXVI, No. 11, New Mexico Register 06/10/2025",2025-06-10,2025-01-28,,2025-06-10,,2025-07-01,,,,,,,,,,Misc,Family Planning,Human Services Department/Medical Assistance Division,,,,,NMAC 8.299.400,"Medical Assistance Div Public Comments, Human Services Dept, Office of the Secretary, PO  Box 2348, Santa Fe, NM 87504-2348, HSD-madrules@hsd.nm.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:NM20257890&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,checked,checked,"06/10/2025 - Rule Adoption - Vol. XXXVI, No. 11, New Mexico Register 06/10/2025"
OH-REG-27489-2024,OH,27489,2024,Reproductive Health Services,Relates to reproductive health services: pregnancy-related services.,Standard Rulemaking,Adopted,,03/21/2025 - Rule Adoption - Register of Ohio Daily Filings 03/21/2025,2025-03-21,2024-11-15,,2025-03-21,,2025-04-01,,,,,,,,,,Misc,Pregnancy,Department of Medicaid,,,,,OAC 5160-21-04,"Tommi Potter, 614-752-3877",http://custom.statenet.com/public/resources.cgi?id=ID:reg:OH202427489&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,03/21/2025 - Rule Adoption - Register of Ohio Daily Filings 03/21/2025
OH-REG-27530-2024,OH,27530,2024,Approval Process,"Relates to approval process,",Standard Rulemaking,Adopted,,03/13/2025 - Rule Adoption - Register of Ohio Daily Filings 03/13/2025,2025-03-13,2024-12-12,,2025-03-13,,2025-03-24,,,,,,,,,,Misc,Minors,Department of Youth Services,,,,,"OAC 5139-35-02 thru -19 non seq., administration, organization and management, personnel, security and control, food service, prgram, visiting and communications,","Ellen Miller, 614-728-4931",http://custom.statenet.com/public/resources.cgi?id=ID:reg:OH202427530&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,03/13/2025 - Rule Adoption - Register of Ohio Daily Filings 03/13/2025
OH-REG-27962-2025,OH,27962,2025,Doula Services,Establishes Medicaid payment for services by a doula.,Standard Rulemaking,Proposed,,07/15/2025 - Proposed Rule - Register of Ohio Daily Filings 07/16/2025; 07/15/2025 - Revised Filing - Changes Proposed - Register of Ohio Daily Filings 07/16/2025,2025-07-15,2025-07-15,,,,,,,,,,,,,,Doula,Pregnancy,Department of Medicaid,,,,,OAC 5160-8-43,"Tommi Potter, 50 Town St, 4th flr, Columbus, OH 43218-2709, 614-752-3877, tommi.potter@medicaid.ohio.go",http://custom.statenet.com/public/resources.cgi?id=ID:reg:OH202527962&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,Pending,Needs Review,,,,,,,checked,checked,07/15/2025 - Proposed Rule - Register of Ohio Daily Filings 07/16/2025; 07/15/2025 - Revised Filing - Changes Proposed - Register of Ohio Daily Filings 07/16/2025
OK-REG-21638-2024,OK,21638,2024,Medical Providers Fee for Service,"This rule includes that abortion services can be accessed in instances of rape, incest, and/or when the mother's life is in danger, however, the exceptions of rape and incest will be removed in accordance with state law.",Standard Rulemaking,Under Review,,"05/28/2025 - Permanent Final Adoptions - Vol. 42, No. 21, Oklahoma Register 07/15/2025",2025-05-28,2024-11-08,,2025-05-28,,2025-09-01,,,,,,,,,,Misc,Abortion,Health Care Authority,,,,,OAC 317:30-5-50,"Sean Webster, Senior Policy & Program Advisor, 405-522-7227, petitions@okhca.org",http://custom.statenet.com/public/resources.cgi?id=ID:reg:OK202421638&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,Under Review,Needs Review,,,,,,,,checked,"05/28/2025 - Permanent Final Adoptions - Vol. 42, No. 21, Oklahoma Register 07/15/2025"
OR-REG-52203-2024,OR,52203,2024,Doula Services,The rule change is intended to update rules to include additional doula support visits and align with the state plan amendment starting 2025.,Standard Rulemaking,Adopted,,01/07/2025 - Rule Adoption - Oregon Daily Filings 01/07/2025,2025-01-07,2024-08-22,,2025-01-07,,2025-01-07,,,,,,,,,,Doula,Pregnancy,Health Authority/Health Systems Division/Medical Assistance Programs,,,,,OAR 410-130-0015,"Martha Martinez-Camacho, Oregon Health Authority, Health Systems Division, Medical Assistance Programs, 500 Summer Street NE, Salem, OR 97301, 503-559-0830, hsd.rules@oha.oregon.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:OR202452203&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,01/07/2025 - Rule Adoption - Oregon Daily Filings 01/07/2025
OR-REG-52435-2024,OR,52435,2024,Non-Emergent Medical Transportation Coverage,Establishing Non-Emergent Medical Transportation (NEMT) coverage for Reproductive Health Access Fund enrollees.,Standard Rulemaking,Adopted,,12/30/2024 - Rule Adoption - Oregon Daily Filings 01/01/2025,2024-12-30,2024-10-22,,2024-12-30,,2025-01-01,,,,,,,,,,InsMisc,Insurance,Health Authority/Health Systems Division/Medical Assistance Programs,,,,,OAR 410-136-3000 through -3340 (non seq.),"Martha Martinez-Camacho, Oregon Health Authority, Health Systems Division, Medical Assistance Programs, 500 Summer Street NE, Salem, OR 97301, 503-559-0830, hsd.rules@oha.oregon.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:OR202452435&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,12/30/2024 - Rule Adoption - Oregon Daily Filings 01/01/2025
OR-REG-52731-2024,OR,52731,2024,Services: Prescribing - Protocol Compendium,"Revises Contraception, Coronavirus 19, Hepatitis B, Meningococcal, Pneumococcal, RSV protocols; Repeals VVC protocol.",Emergency Rule,Adopted,,12/17/2024 - No published proposal - Oregon Daily Filings 12/18/2024; 12/17/2024 - Temporary Rule Adoption - Oregon Daily Filings 12/18/2024,2024-12-17,2024-12-17,,,2024-12-17,2024-12-17,2025-06-15,,,,,,,,,PharmacyAccess,Family Planning,Board of Pharmacy,,,,,OAR 855-115-0345,"Rachel Melvin, Board of Pharmacy, 800 NE Oregon St., Suite 150, Portland, OR 97232, 971-673-0001, pharmacy.rulemaking@bop.oregon.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:OR202452731&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,Expired,Needs Review,,,,,,,checked,,12/17/2024 - No published proposal - Oregon Daily Filings 12/18/2024; 12/17/2024 - Temporary Rule Adoption - Oregon Daily Filings 12/18/2024
OR-REG-52809-2025,OR,52809,2025,Maternity Case Management,Revises Physician Assistant to Physician Associate; relates to the Board of Medicine.,Standard Rulemaking,Adopted,,01/09/2025 - No published proposal - Oregon Daily Filings 01/09/2025; 01/09/2025 - Rule Adoption - Oregon Daily Filings 01/09/2025,2025-01-09,2025-01-09,,2025-01-09,,2025-01-09,,,,,,,,,,Misc,Pregnancy,Health Authority/Health Systems Division/Medical Assistance Programs,,,,,OAR 410-130-0595,"Martha Martinez-Camacho, Oregon Health Authority, Health Systems Division, Medical Assistance Programs, 500 Summer Street NE, Salem, OR 97301, 503-559-0830, hsd.rules@oha.oregon.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:OR202552809&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,checked,checked,01/09/2025 - No published proposal - Oregon Daily Filings 01/09/2025; 01/09/2025 - Rule Adoption - Oregon Daily Filings 01/09/2025
RI-REG-9830-2024,RI,9830,2024,Home Care and Home Health Providers,Outlines the requirements and limitations pertaining to home care and home health provider participation in and payment by the State Medicaid program.,Standard Rulemaking,Adopted,,05/14/2025 - Rule Adoption - Secretary of State Rules Database 05/14/2025,2025-05-14,2024-11-26,,2025-05-14,,2025-06-03,,,,,,,,,,Misc,Pregnancy,Executive Office of Health and Human Services,,,,,210-RICR-20-05-1,"Katy Thomas, Executive Office of Health and Human Services, Virks Building, 3 West Rd., Cranston, RI 02920, kathryn.thomas@ohhs.ri.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:RI20249830&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,05/14/2025 - Rule Adoption - Secretary of State Rules Database 05/14/2025
RI-REG-9952-2025,RI,9952,2025,Payments for Sterilization and Hysterectomy Services,New regulation to describe requirements and limitations pertaining to Medicaid payments for sterilization and hysterectomy services to provide clarity and transparency regarding federal and state Medicaid requirements for these services.,Standard Rulemaking,Comment Period,,07/10/2025 - Proposed Rule - Comment Deadline: 08/09/2025 - Secretary of State Rules Database 07/10/2025,2025-07-10,2025-07-10,,,,,,,,,,,,,,Sterilization,Family Planning,Executive Office of Health and Human Services,,,,,210-RICR-20-00-4,"Katy Thomas, Executive Office of Health and Human Services, Virks Building, 3 West Rd., Cranston, RI 02920, kathryn.thomas@ohhs.ri.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:RI20259952&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,Comment Period,Needs Review,,,,,,,checked,checked,07/10/2025 - Proposed Rule - Comment Deadline: 08/09/2025 - Secretary of State Rules Database 07/10/2025
SC-REG-4560-2024,SC,4560,2024,"Definitions, Acronyms, Email Addresses","Amends references to the Department of Health and Environmental Control, including definitions, acronyms, email addresses, physical addresses, and other references in each listed regulation to conform to the provisions of 2023 Act No. 60.",Standard Rulemaking,Adopted,,"05/23/2025 - Rule Adoption - Vol. 49, Issue 5, South Carolina Register 05/23/2025 pp.410-456",2025-05-23,2024-07-26,,2025-05-23,,2025-05-23,,,,,,,,,,MaternalMortality,Pregnancy,Department of Public Health,,,,,R. 61-3 thru -125 non-seq.,"Bentley White of the Office of Legislative Affairs, Department of Public Health, 2100 Bull Street, Columbia, SC 29201, whitebp@dph.sc.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:SC20244560&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"05/23/2025 - Rule Adoption - Vol. 49, Issue 5, South Carolina Register 05/23/2025 pp.410-456"
TN-REG-13041-2023,TN,13041,2023,Nonresidential Office-Based Opiate Treatment Facilities,Relates to licensure and regulation of nonresidential office-based opiate treatment facilities.,Standard Rulemaking,Adopted,,06/27/2025 - Rule Adoption - Rules and Regulations 07/02/2025,2025-06-27,2023-10-20,,2025-06-27,,2025-09-25,,,,,,,,,,SubstanceUse,Pregnancy,Department of Mental Health and Substance Abuse Services/Division of Administrative and Regulatory Services,,,,,TAC 0940-5-35-.1 thru .20,"Krysten Velloff, Dept of Mental Health and Substance Abuse Services, Division of Administrative and Regulatory Services, 500 Deaderick St, 5th Fl, Andrew Jackson Bldg, Nashville, TN 37243, 615-881-5280, Krysten.Velloff@tn.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:TN202313041&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,06/27/2025 - Rule Adoption - Rules and Regulations 07/02/2025
TN-REG-13117-2024,TN,13117,2024,Nursing Facility Provider Reimbursement,"Pertains to supplemental payment for rural health clinics, federally qualified health centers, and federally qualified health center look-alikes.",Standard Rulemaking,Adopted,,03/06/2025 - Rule Adoption - Rules and Regulations 05/08/2025,2025-03-06,2024-06-18,,2025-03-06,,2025-06-04,,,,,,,,,,Misc,Pregnancy,Department of Finance and Administration/Division of TennCare,,,,,TAC 1200-13-22-.1 through -.11,"Aaron Butler, Dept of Finance and Administration, Division of TennCare, 310 Great Circle Rd, Nashville, TN 37243, 615-507-6448, aaron.c.butler@tn.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:TN202413117&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,03/06/2025 - Rule Adoption - Rules and Regulations 05/08/2025
TN-REG-13207-2024,TN,13207,2024,TennCare Medicaid,Amends rule regarding Covered Services.,Emergency Rule,Adopted,,03/28/2025 - Rule Adoption - Rules and Regulations 05/08/2025,2025-03-28,2024-12-30,,2025-03-28,2024-12-30,,2025-06-28,,,,,,,,,InsMisc,Insurance,Department of Finance and Administration/Division of TennCare,,,,,TAC 1200-13-13-.4; -14-.4,"Aaron Butler, Department of Finance and Administration, Division of TennCare, 310 Great Circle Road, Nashville, TN 37243, 615-507-6448, aaron.c.butler@tn.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:TN202413207&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,Expired,Needs Review,,,,,,,checked,checked,03/28/2025 - Rule Adoption - Rules and Regulations 05/08/2025
TX-REG-46711-2024,TX,46711,2024,Abortion Documentation,Implements rules regarding required form regarding an abortion on an unemancipated minor.,Standard Rulemaking,Adopted,,"12/20/2024 - Adopted Rule Notice - Vol. 50, Issue 2, Texas Register 01/10/2025 pp.336-337; 12/20/2024 - Adopted Rule - Vol. 50, Issue 2, Texas Register 01/10/2025",2024-12-20,2024-09-06,,2024-12-20,,2025-01-09,,,,,,,,,,Abortion,Minors,Medical Board,,,,49 TEXREG 7725,22 TAC 9.163.B.163.10 through .13,"Medical Board, George H.W. Bush State Office Bldg, Ste 9.200, 1801 Congress Ave, Austin, TX 78701",http://custom.statenet.com/public/resources.cgi?id=ID:reg:TX202446711&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"12/20/2024 - Adopted Rule Notice - Vol. 50, Issue 2, Texas Register 01/10/2025 pp.336-337; 12/20/2024 - Adopted Rule - Vol. 50, Issue 2, Texas Register 01/10/2025"
TX-REG-46941-2024,TX,46941,2024,Advisory Committees,"Adds six new MMMRC members and amended the current community advocate MMMRC member position. New positions include physicians specializing in emergency care, cardiology, anesthesiology, oncology, and a representative of a managed care organization.",Standard Rulemaking,Adopted,,"01/21/2025 - Adopted Rule Notice - Vol. 50, Issue 6, Texas Register 02/07/2025 p.771; 01/21/2025 - Adopted Rule - Vol. 50, Issue 6, Texas Register 02/07/2025",2025-01-21,2024-10-09,,2025-01-21,,2025-02-10,,,,,,,,,,MaternalMortality,Pregnancy,Department of State Health Services,,,,49 TEXREG 8524,25 TAC 1.37.R.37.401,"DSHS, Maternal and Child Health Unit, PO Box 149347, MC 1922, Austin, TX 78714-9347, 1100 W 49th St, Austin, TX 78756, maternalhealth@dshs.texas.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:TX202446941&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"01/21/2025 - Adopted Rule Notice - Vol. 50, Issue 6, Texas Register 02/07/2025 p.771; 01/21/2025 - Adopted Rule - Vol. 50, Issue 6, Texas Register 02/07/2025"
TX-REG-47096-2024,TX,47096,2024,Medicaid Hospital Services,Implements rules concerning Inpatient Hospital Reimbursement and Outpatient Hospital Reimbursement.,Standard Rulemaking,Adopted,,"03/05/2025 - Adopted Rule Notice - Vol. 50, Issue 12, Texas Register 03/21/2025 pp.2063-2064; 03/05/2025 - Adopted Rule - Vol. 50, Issue 12, Texas Register 03/21/2025",2025-03-05,2024-11-07,,2025-03-05,,2025-03-25,,,,,,,,,,lactation,Pregnancy,Health and Human Services Commission,,,,49 TEXREG 9425,"1 TAC 15.355.J.355.8052, .8061","HHSC Provider Finance Department, MC H-400, PO Box 149030, Austin, TX 78714-9030, pfd_hospitals@hhsc.state.tx.us",http://custom.statenet.com/public/resources.cgi?id=ID:reg:TX202447096&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"03/05/2025 - Adopted Rule Notice - Vol. 50, Issue 12, Texas Register 03/21/2025 pp.2063-2064; 03/05/2025 - Adopted Rule - Vol. 50, Issue 12, Texas Register 03/21/2025"
UT-REG-104105-2025,UT,104105,2025,School Instruction and Sex Education,"Makes several updates related to the requirements for a local school board or charter school governing boards adoption of sex education and maturation education instructional materials, as well as updates related to State Board of Education responsibilities.",Guidance/Bulletin,Adopted,,"07/15/2025 - Rule Adoption - Vol. 2025, No. 14, Utah State Bulletin 07/15/2025 p.147",2025-07-15,2025-05-15,,2025-07-15,,2025-07-08,,,,,,,,,,"Misc, SexEducation","Abortion, Minors",Department of Education/Division of Administration,,,,57182,R277-474,"Elisse Newey, Education, Administration, Board of Education, 250 E 500 S, Salt Lake City, UT 84111, 801-538-7550, elisse.newey@schools.utah.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:UT2025104105&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,checked,checked,"07/15/2025 - Rule Adoption - Vol. 2025, No. 14, Utah State Bulletin 07/15/2025 p.147"
VA-REG-200481-2021,VA,200481,2021,Minimum Training Standards for Correctional Officers,"Amends the minimum training standards to improve performance outcomes, adjusts minimum number of training hours, and updates language for effectiveness and efficiency in training new academy recruits within the Department of Corrections (DOC). Substantial changes are proposed to the performance outcomes, training objectives, testing criteria, and lesson plan guides in each individual category of training.",Standard Rulemaking,Comment Period,,"11/15/2024 - Proposed Rule - Comment Deadline: 02/14/2025 - Vol. 41, Issue 9, Virginia Register 12/16/2024 pp.1012-1016",2024-11-15,2021-02-11,,,,,,,,,,,,,,Incarceration,Pregnancy,Department of Criminal Justice Services/Criminal Justice Services Board,,,,R21-6569,6 VAC 20-100,"Kristi Shalton, Law Enforcement Program Coordinator, Department of Criminal Justice Services, 1100 Bank Street, Richmond, VA 23219, 804-786-0410, kristi.shalton@dcjs.virginia.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:VA2021200481&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,Comment Period,Needs Review,,,,,,,checked,,"11/15/2024 - Proposed Rule - Comment Deadline: 02/14/2025 - Vol. 41, Issue 9, Virginia Register 12/16/2024 pp.1012-1016"
WA-REG-42483-2022,WA,42483,2022,Vehicular Traffic on District Campus Sites,This rule making protects and controls pedestrian and vehicular traffic on district campus sites; ensure access at all times for emergency equipment. This also minimizes traffic disturbances.,Standard Rulemaking,Adopted,,"12/24/2024 - Rule Adoption - Vol. 25, Issue 2, Washington State Register 01/15/2025",2024-12-24,2022-04-21,,2023-01-13,,,,,,,,,,,,"Misc, lactation, Misc","Abortion, Pregnancy",Seattle Colleges,,,,25-02-075,"WAC 132F-121-010, -035, -110, -130, -280, -330, -350","Terence Hsiao, 1500 Harvard Avenue, Seattle, WA 98122, 425-352-8000, Terence.Hsiao@seattlecolleges.edu",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202242483&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"12/24/2024 - Rule Adoption - Vol. 25, Issue 2, Washington State Register 01/15/2025"
WA-REG-43771-2023,WA,43771,2023,Reproductive Health Services - Definitions,This rule making provides full-scope coverage for 12 months postpartum for pregnant or postpartum persons. This also removes language related to this superseded program from chapter 182-532 WAC.,Standard Rulemaking,Adopted,,"02/28/2025 - Rule Adoption - Vol. 25, Issue 6, Washington State Register 03/19/2025",2025-02-28,2023-07-20,,2025-02-28,,2025-03-31,,,,,,,,,,"FamilyPlanning, MaternalHlth",Insurance,Health Care Authority,,,,25-06-057,"WAC 182-532-001, -510","Brian Jensen, PO Box 42716, Olympia, WA 98504-2716, 360-725-0815, fax 360-586-9727, brian.jensen@hca.wa.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202343771&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"02/28/2025 - Rule Adoption - Vol. 25, Issue 6, Washington State Register 03/19/2025"
WA-REG-43854-2023,WA,43854,2023,BHA Regulations,"This rule making addresses general cleanup, incorporates input from partners and interested parties to clarify OTP regulations, removes duplicate requirements, aligns with federal certification and treatment standards for OTPs in 42 C.F.R. Part 8, Subpart C, and implement 2E2SSB 5536 (chapter 1, Laws of 2023 1st sp. sess.) as it relates to adopting rules for fixed-site medication units to be established as part of a licensed OTP. This also corrects two internal citations from a previous rules project in WAC 246-341-0300 and 246-341-1100.",Standard Rulemaking,Adopted,,"01/07/2025 - Rule Adoption - Vol. 25, Issue 3, Washington State Register 02/05/2025",2025-01-07,2023-08-14,,2025-01-07,,2025-01-31,,,,,,,,,,"Misc, STIs, SubstanceUse","Abortion, Minors, Pregnancy",Department of Health,,,,25-03-021,"WAC 246-341-0342, -1000, -1005 thru -1025 (non seq)","Michelle Weatherly, PO Box 47843, Olympia, WA 98504-7843, 360-236-2992, fax 360-236-2321, michelle.weatherly@doh.wa.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202343854&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"01/07/2025 - Rule Adoption - Vol. 25, Issue 3, Washington State Register 02/05/2025"
WA-REG-44510-2024,WA,44510,2024,Birth Doula Benefit,This rule implements a birth doula benefit for apple health (medicaid) clients.,Standard Rulemaking,Comment Period,,"06/13/2025 - Proposed Rule - Comment Deadline: 07/22/2025 - Vol. 25, Issue 13, Washington State Register 07/02/2025",2025-06-13,2024-04-19,,,,,,,,,,,,,,Doula,Pregnancy,Health Care Authority,,,,25-13-066,WAC 182-533-0610 thru -0680 (non seq),"Jason Crabbe, Rule-Making Questions, PO Box 42716, Olympia, WA 98504-2716, 360-725-9563, fax 360-586-9727, telecommunication[s] relay service (TRS) 711, jason.crabbe@hca.wa.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202444510&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,Comment Period,Needs Review,,,,,,,,checked,"06/13/2025 - Proposed Rule - Comment Deadline: 07/22/2025 - Vol. 25, Issue 13, Washington State Register 07/02/2025"
