Measure Type,Jurisdiction,Bill Type,Number,Special Session,Year,Document Type,Locality Name,Locality Type,State ID,Title,Fiscal Committee,Urgency Clause,Summary,Links,Associated Measures,Author/Source,CoAuthors,Code,Prefile Date,Intro Date,Last Amend Date,Gov Action,Qualification Date,Ballot Status,Election,Emergency Adopted Date,Adopted Date,Progress,Current Disposition,Effective Date,Chapter Number,Location,Hearing Date,Document,Contact,Citation,Last Status Date,Text Hits,Private File Name,Suppressed,Abortion,AbortionBans,FamilyPlanning,Insurance,Minors,Pregnancy,Providers,Newly Tracked,Change in Status
REGULATION,SC,,4560,,2024,,,,,"Definitions, Acronyms, Email Addresses",,,"Amends references to the Department of Health and Environmental Control, including definitions, acronyms, email addresses, physical addresses, and other references in each listed regulation to conform to the provisions of 2023 Act No. 60.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:SC20244560&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Department of Public Health,,,,2024-07-26,,,,,,,2025-05-23,,,05/23/2025,,,,,"Bentley White of the Office of Legislative Affairs, Department of Public Health, 2100 Bull Street, Columbia, SC 29201, whitebp@dph.sc.gov",R. 61-3 thru -125 non-seq.,"05/23/2025 - Rule Adoption - Vol. 49, Issue 5, South Carolina Register 05/23/2025 pp.410-456",0,Master,No,,,,,,MaternalMortality,,no,yes
REGULATION,TN,,13041,,2023,,,,,Nonresidential Office-Based Opiate Treatment Facilities,,,Relates to licensure and regulation of nonresidential office-based opiate treatment facilities.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:TN202313041&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Department of Mental Health and Substance Abuse Services/Division of Administrative and Regulatory Services,,,,2023-10-20,,,,,,,2025-06-27,,,09/25/2025,,,,,"Krysten Velloff, Dept of Mental Health and Substance Abuse Services, Division of Administrative and Regulatory Services, 500 Deaderick St, 5th Fl, Andrew Jackson Bldg, Nashville, TN 37243, 615-881-5280, Krysten.Velloff@tn.gov",TAC 0940-5-35-.1 thru .20,06/27/2025 - Rule Adoption - Rules and Regulations 07/02/2025,0,Master,No,,,,,,SubstanceUse,,no,yes
REGULATION,TN,,13117,,2024,,,,,Nursing Facility Provider Reimbursement,,,"Pertains to supplemental payment for rural health clinics, federally qualified health centers, and federally qualified health center look-alikes.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:TN202413117&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Department of Finance and Administration/Division of TennCare,,,,2024-06-18,,,,,,,2025-03-06,,,06/04/2025,,,,,"Aaron Butler, Dept of Finance and Administration, Division of TennCare, 310 Great Circle Rd, Nashville, TN 37243, 615-507-6448, aaron.c.butler@tn.gov",TAC 1200-13-22-.1 through -.11,03/06/2025 - Rule Adoption - Rules and Regulations 05/08/2025,0,Master,No,,,,,,Misc,,no,yes
REGULATION,TN,,13207,,2024,,,,,TennCare Medicaid,,,Amends rule regarding Covered Services.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:TN202413207&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Department of Finance and Administration/Division of TennCare,,,,2024-12-30,,,,,,2024-12-30,2025-03-28,,,12/30/2024;06/26/2025,,,,,"Aaron Butler, Department of Finance and Administration, Division of TennCare, 310 Great Circle Road, Nashville, TN 37243, 615-507-6448, aaron.c.butler@tn.gov",TAC 1200-13-13-.4; -14-.4,03/28/2025 - Rule Adoption - Rules and Regulations 05/08/2025,0,Master,No,,,,InsMisc,,,,yes,yes
REGULATION,TX,,46711,,2024,,,,49 TEXREG 7725,Abortion Documentation,,,Implements rules regarding required form regarding an abortion on an unemancipated minor.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:TX202446711&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Medical Board,,,,2024-09-06,,,,,,,2024-12-20,,,01/09/2025,,,,,"Medical Board, George H.W. Bush State Office Bldg, Ste 9.200, 1801 Congress Ave, Austin, TX 78701",22 TAC 9.163.B.163.10 through .13,"12/20/2024 - Adopted Rule Notice - Vol. 50, Issue 2, Texas Register 01/10/2025 pp.336-337; 12/20/2024 - Adopted Rule - Vol. 50, Issue 2, Texas Register 01/10/2025",0,Master,No,,,,,Abortion,,,no,yes
REGULATION,TX,,46941,,2024,,,,49 TEXREG 8524,Advisory Committees,,,"Adds six new MMMRC members and amended the current community advocate MMMRC member position. New positions include physicians specializing in emergency care, cardiology, anesthesiology, oncology, and a representative of a managed care organization.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:TX202446941&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Department of State Health Services,,,,2024-10-09,,,,,,,2025-01-21,,,02/10/2025,,,,,"DSHS, Maternal and Child Health Unit, PO Box 149347, MC 1922, Austin, TX 78714-9347, 1100 W 49th St, Austin, TX 78756, maternalhealth@dshs.texas.gov",25 TAC 1.37.R.37.401,"01/21/2025 - Adopted Rule Notice - Vol. 50, Issue 6, Texas Register 02/07/2025 p.771; 01/21/2025 - Adopted Rule - Vol. 50, Issue 6, Texas Register 02/07/2025",0,Master,No,,,,,,MaternalMortality,,no,yes
REGULATION,TX,,47096,,2024,,,,49 TEXREG 9425,Medicaid Hospital Services,,,Implements rules concerning Inpatient Hospital Reimbursement and Outpatient Hospital Reimbursement.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:TX202447096&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Health and Human Services Commission,,,,2024-11-07,,,,,,,2025-03-05,,,03/25/2025,,,,,"HHSC Provider Finance Department, MC H-400, PO Box 149030, Austin, TX 78714-9030, pfd_hospitals@hhsc.state.tx.us","1 TAC 15.355.J.355.8052, .8061","03/05/2025 - Adopted Rule Notice - Vol. 50, Issue 12, Texas Register 03/21/2025 pp.2063-2064; 03/05/2025 - Adopted Rule - Vol. 50, Issue 12, Texas Register 03/21/2025",0,Master,No,,,,,,lactation,,no,yes
REGULATION,UT,,104105,,2025,,,,57182,School Instruction and Sex Education,,,"Makes several updates related to the requirements for a local school board or charter school governing boards adoption of sex education and maturation education instructional materials, as well as updates related to State Board of Education responsibilities.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:UT2025104105&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Department of Education/Division of Administration,,,,2025-05-15,,,,,,,2025-07-15,,,07/08/2025,,,,,"Elisse Newey, Education, Administration, Board of Education, 250 E 500 S, Salt Lake City, UT 84111, 801-538-7550, elisse.newey@schools.utah.gov",R277-474,"07/15/2025 - Rule Adoption - Vol. 2025, No. 14, Utah State Bulletin 07/15/2025 p.147",0,Master,No,Misc,,,,SexEducation,,,yes,yes
REGULATION,VA,,200481,,2021,,,,R21-6569,Minimum Training Standards for Correctional Officers,,,"Amends the minimum training standards to improve performance outcomes, adjusts minimum number of training hours, and updates language for effectiveness and efficiency in training new academy recruits within the Department of Corrections (DOC). Substantial changes are proposed to the performance outcomes, training objectives, testing criteria, and lesson plan guides in each individual category of training.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:VA2021200481&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Department of Criminal Justice Services/Criminal Justice Services Board,,,,2021-02-11,,,,,,,,,,,,,,,"Kristi Shalton, Law Enforcement Program Coordinator, Department of Criminal Justice Services, 1100 Bank Street, Richmond, VA 23219, 804-786-0410, kristi.shalton@dcjs.virginia.gov",6 VAC 20-100,"11/15/2024 - Proposed Rule - Comment Deadline: 02/14/2025 - Vol. 41, Issue 9, Virginia Register 12/16/2024 pp.1012-1016",0,Master,No,,,,,,Incarceration,,yes,no
REGULATION,WA,,42483,,2022,,,,25-02-075,Vehicular Traffic on District Campus Sites,,,This rule making protects and controls pedestrian and vehicular traffic on district campus sites; ensure access at all times for emergency equipment. This also minimizes traffic disturbances.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202242483&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Seattle Colleges,,,,2022-04-21,,,,,,,2023-01-13,,,02/13/2023;07/02/2023;01/24/2025,,,,,"Terence Hsiao, 1500 Harvard Avenue, Seattle, WA 98122, 425-352-8000, Terence.Hsiao@seattlecolleges.edu","WAC 132F-121-010, -035, -110, -130, -280, -330, -350","12/24/2024 - Rule Adoption - Vol. 25, Issue 2, Washington State Register 01/15/2025",0,Master,No,Misc,,,,,lactation; Misc,,no,yes
REGULATION,WA,,43771,,2023,,,,25-06-057,Reproductive Health Services - Definitions,,,This rule making provides full-scope coverage for 12 months postpartum for pregnant or postpartum persons. This also removes language related to this superseded program from chapter 182-532 WAC.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202343771&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Health Care Authority,,,,2023-07-20,,,,,,,2025-02-28,,,03/31/2025,,,,,"Brian Jensen, PO Box 42716, Olympia, WA 98504-2716, 360-725-0815, fax 360-586-9727, brian.jensen@hca.wa.gov","WAC 182-532-001, -510","02/28/2025 - Rule Adoption - Vol. 25, Issue 6, Washington State Register 03/19/2025",0,Master,No,,,,FamilyPlanning; MaternalHlth,,,,no,yes
REGULATION,WA,,43854,,2023,,,,25-03-021,BHA Regulations,,,"This rule making addresses general cleanup, incorporates input from partners and interested parties to clarify OTP regulations, removes duplicate requirements, aligns with federal certification and treatment standards for OTPs in 42 C.F.R. Part 8, Subpart C, and implement 2E2SSB 5536 (chapter 1, Laws of 2023 1st sp. sess.) as it relates to adopting rules for fixed-site medication units to be established as part of a licensed OTP. This also corrects two internal citations from a previous rules project in WAC 246-341-0300 and 246-341-1100.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202343854&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Department of Health,,,,2023-08-14,,,,,,,2025-01-07,,,01/31/2025,,,,,"Michelle Weatherly, PO Box 47843, Olympia, WA 98504-7843, 360-236-2992, fax 360-236-2321, michelle.weatherly@doh.wa.gov","WAC 246-341-0342, -1000, -1005 thru -1025 (non seq)","01/07/2025 - Rule Adoption - Vol. 25, Issue 3, Washington State Register 02/05/2025",0,Master,No,Misc,,,,STIs,SubstanceUse,,no,yes
REGULATION,WA,,44510,,2024,,,,25-13-066,Birth Doula Benefit,,,This rule implements a birth doula benefit for apple health (medicaid) clients.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202444510&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Health Care Authority,,,,2024-04-19,,,,,,,,,,,,,,,"Jason Crabbe, Rule-Making Questions, PO Box 42716, Olympia, WA 98504-2716, 360-725-9563, fax 360-586-9727, telecommunication[s] relay service (TRS) 711, jason.crabbe@hca.wa.gov",WAC 182-533-0610 thru -0680 (non seq),"06/13/2025 - Proposed Rule - Comment Deadline: 07/22/2025 - Vol. 25, Issue 13, Washington State Register 07/02/2025",0,Master,No,,,,,,Doula,,no,yes
REGULATION,WA,,44662,,2024,,,,25-10-013,Health Care Coverage-Noncovered Services,,,"Provides an adult chiropractic benefit, in alignment with ESSB 5693, Section 211(95) and ESSB 5187, Section 211(43); removes acupuncture, naturopathy, and chiropractic for adults from noncovered services.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202444662&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Health Care Authority,,,,2024-06-13,,,,,,,2024-11-19,,,01/01/2025,,,,,"Valerie Freudenstein, Rule-Making Questions, PO Box 42716, Olympia, WA 98504-2716, 360-725-1344, fax 360-586-9727, telecommunications relay service (TRS) 711, valerie.freuedenstein@hca.wa.gov","WAC 182-501-0070; -502-0002, -0003; -531-0050; -556-0200, -0250","04/25/2025 - Partial Withdrawal of Proposed Rules - Vol. 25, Issue 10, Washington State Register 05/21/2025",0,Master,No,,,,,,Doula,,no,yes
REGULATION,WA,,44825,,2024,,,,25-13-078,Green River College Proposed Rule Making,,,Provides that Green River College is engaging in the rule-making process to maintain compliance with federal and State law as well as to update language and procedures to ensure due process for students and clear processes and procedures for the college.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202444825&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Green River Community College,,,,2024-07-25,,,,,,,,,,,,,,,"Shawn Percell, 31920 124th Ave S.E., Auburn, WA 98092, phone 253-887-5404, email skpercell@greenriver.edu",WAC 132J-126-010 thru -480 (non seq),"06/16/2025 - Withdrawal of Proposed Rules - Vol. 25, Issue 13, Washington State Register 07/02/2025",0,Master,No,Misc,,,,,lactation; Misc,,no,yes
REGULATION,WA,,44848,,2024,,,,25-09-046,Tacoma Community College Student Conduct Code,,,"Provides that the United States Department of Education released its final rule under Title IX, which requires institutions of higher education to adopt student disciplinary procedures addressing sex discrimination, including sex-based harassment; provides that the deadline for implementing this new rule is the specified date.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202444848&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Tacoma Community College,,,,2024-07-31,,,,,,2024-07-31,,,,07/31/2024,,,,," Tacoma Community College, 6501 South 19th Street, Tacoma, Washington 98466, 253-566-5000",WAC 132V-121-020 thru -130-020 (non seq),"04/10/2025 - Withdrawal of Proposed Rules - Vol. 25, Issue 9, Washington State Register 05/07/2025",0,Master,No,,,,,,Misc,,no,yes
REGULATION,WA,,44869,,2024,,,,25-01-151,Student Conduct Code,,,Brings Bates Technical Colleges Student Conduct Code into compliance with a new final rule governing sex discrimination grievance procedures; updates the code to ensure its prohibited conduct and procedures adequately protect the interests of the college community.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202444869&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Bates Technical College,,,,2024-08-05,,,,,,,2024-12-18,,,01/18/2025,,,,,"Hannah Herber, 1101 South Yakima Ave, Tacoma, WA 98405, 253-680-6100, Hannah.herber@batestech.edu, Tina Muller, 1101 South Yakima Ave, Tacoma, WA 98405, 256-680-7007, tina.muller@batestech.edu",WAC 495A-119-010 thru -210 (non seq),"12/18/2024 - Rule Adoption - Vol. 25, Issue 1, Washington State Register 01/08/2025",0,Master,No,,,,,,Misc; lactation; ParentalLeave,,no,yes
REGULATION,WA,,44886,,2024,,,,25-01-077,Skagit Valley College Intends to Revise Chapter 132D-15,,,"The college is required by the United States Department of Education to comply with the recently implemented Title IX regulations, which take effect on August 1, 2024. Amendments to the college's regulations implementing Title IX to clarify how recipient schools and institutions covered by Title IX must ensure that their education programs and activities are free from all prohibited sex discrimination.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202444886&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Skagit Valley College,,,,2024-08-08,,,,,,,2024-12-12,,,01/12/2025,,,,,"Pam Davis, 2405 East College Way, Mount Vernon, WA 98273, 360-416-7995, pam.davis@skagit.edu",WAC 132D-150-010 thru -580 (non seq),"12/12/2024 - Rule Adoption - Vol. 25, Issue 1, Washington State Register 01/08/2025",0,Master,No,Misc,,,,,lactation; Misc,,no,yes
REGULATION,WA,,44888,,2024,,,,25-01-152,Code of Student Rights and Responsibilities,,,"The United States Department of Education released its final rule under Title IX. This rule requires institutions of higher education to implement student disciplinary procedures addressing sex discrimination, including sex-based harassment.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202444888&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Peninsula College,,,,2024-08-08,,,,,,,2024-12-18,,,01/18/2025,,,,,"Trisha Haggerty, Rules Coordinator, Peninsula College, 1502 East Lauridsen Boulevard, Port Angeles, WA 98362, 360-417-6201, email thaggerty@pencol.edu, website www.pencol.edu",WAC 132A-126-005 thru -127-085 (non seq),"12/18/2024 - Rule Adoption - Vol. 25, Issue 1, Washington State Register 01/08/2025",0,Master,No,,,,,,lactation; Misc,,no,yes
REGULATION,WA,,44897,,2024,,,,25-02-032,"Chapter 132Q-10 WAC, Student Conduct Code and Procedure",,,To bring Community Colleges of Spokane's student conduct code into compliance with a new final rule governing sex discrimination grievance procedures recently adopted by the United States Department of Education and to update the code to ensure its prohibited conduct and procedures adequately protect the interests of the college community and the constitutional and procedural rights of individual students.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202444897&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Community Colleges of Spokane,,,,2024-08-13,,,,,,,2024-12-19,,,01/19/2025,,,,,"Patrick McEachern, 3410 West Whistalks Way, Spokane, WA 99224-5204, 509-533-3514, TTY 1-800-833-6384, Patrick.McEachern@sfcc.spokane.edu",WAC 132Q-10-600 thru -608 (non seq),"12/19/2024 - Rule Adoption - Vol. 25, Issue 2, Washington State Register 01/15/2025",0,Master,No,Misc,,,,,lactation; Misc,,no,yes
REGULATION,WA,,44911,,2024,,,,25-09-047,Student Code of Conduct,,,"The United States Department of Education (department) released its final rule to fully effectuate Title IX's promise that no person experiences sex discrimination in federally funded education. Before issuing the proposed regulations, the department received feedback on its Title IX regulations, as amended in 2020, from a wide variety of stakeholders.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202444911&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Bellevue College,,,,2024-08-16,,,,,,,,,,,,,,,"Lori McRea Keller, 3000 Landerholm Circle S.E., 425-564-6155, TTY 425-564-6189, loreen.keller@bellevuecollege.edu, website www.bellevuecollege.edu",WAC 132H-126-010 thru -480 (non seq),"04/10/2025 - Withdrawal of Proposed Rules - Vol. 25, Issue 9, Washington State Register 05/07/2025",0,Master,No,,,,,,Misc,,no,yes
REGULATION,WA,,44945,,2024,,,,25-03-132,Cascadia College's Student Conduct Code,,,"The United States Department of Education released its final rule under Title IX. This rule requires institutions of higher education to adopt student disciplinary procedures addressing sex discrimination, including sex-based harassment.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202444945&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Cascadia College,,,,2024-08-20,,,,,,,2025-01-21,,,02/21/2025,,,,,"Susan Thomas, 18345 Campus Way N.E., Bothell, WA 98011, 425-352-8272, sthomas@cascadia.edu, website www.cascadia.edu",WAC 132Z-115-006 thru -119-080 (non seq),"01/21/2025 - Rule Adoption - Vol. 25, Issue 3, Washington State Register 02/05/2025",0,Master,No,,,,,,lactation; Misc,,no,yes
REGULATION,WA,,44976,,2024,,,,25-01-083,Student Code of Conduct,,,Brings Lower Columbia Colleges Student Conduct Code into compliance with a new final rule issued by the United States Department of Education pursuant to its authority under Title IX of the Education Amendment of 1972; updates other provisions of the Student Conduct Code to reflect current issues and needs of the district and its students.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202444976&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Lower Columbia College,,,,2024-08-27,,,,,,,2024-12-13,,,01/13/2025,,,,,"Bryanna Doumit, 1600 Maple Street, PO Box 3010, Longview, WA 98632, 360-442-2100, fax 360-442-2129, TTY 800-833-6388, rulemaking@lowercolumnia.edu",WAC 132M-126-005 thru -155 (non seq),"12/13/2024 - Rule Adoption - Vol. 25, Issue 1, Washington State Register 01/08/2025",0,Master,No,Misc,,,,,lactation; Misc,,no,yes
REGULATION,WA,,45003,,2024,,,,25-02-065,Student Code of Conduct,,,Brings Big Bend Community Colleges Student Conduct Code into compliance with a new final rule governing sex discrimination grievance procedures recently adopted by the United States Department of Education; updates the code to ensure its prohibited conduct and procedures adequately protect the interests of the college community and the constitutional and procedural rights of individual students.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202445003&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Big Bend Community College,,,,2024-09-04,,,,,,,2024-12-23,,,01/23/2025,,,,,"Melinda Owens, 7662 Chanute Street N.E., 509-793-2001, melindad@bigbend.edu, www.bigbend.edu",WAC 132R-04-015 thru -320 (non seq),"12/23/2024 - Rule Adoption - Vol. 25, Issue 2, Washington State Register 01/15/2025",0,Master,No,,,,,,lactation; Misc,,no,yes
REGULATION,WA,,45090,,2024,,,,25-08-045,Repealing Current Student Code of Conduct,,,Allows the Yakima Valley College to be in compliance with the new Title IX requirements in the Student Code of Conduct.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202445090&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Yakima Valley Community College,,,,2024-09-30,,,,,,,,,,,,,,,"Leslie Blackaby, PO Box 22520, Yakima, WA 98902, 509-574-6867, lblackaby@yvcc.edu, website https://lawfilesext.leg.wa.gov/law/wsr/2024/16/24-16-136.htm[l]",SWCAA 400-025 thru -200 (non seq),"03/27/2025 - Withdrawal of Proposed Rules - Vol. 25, Issue 8, Washington State Register 04/16/2025",0,Master,No,,,,,,lactation; Misc,,no,yes
REGULATION,WA,,45099,,2024,,,,25-07-068,Statutes Authorizing the Agency,,,"Provides that the United States Department of Education released its final rule under Title IX, which requires institutions of higher education to adopt investigative and disciplinary procedures addressing sex discrimination, including sex-based harassment.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202445099&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Edmonds Community College,,,,2024-10-01,,,,,,,,,,,,,,,"Suzanne Moreau, 7030 196th St S.W., Lynnwood, WA 98036, 425-640-1400, fax 425-640-1195, Suzanne.moreau@edmonds.edu, website www.edmonds.edu",WAC 132Y-125-001 through -300-015 (non seq),"03/14/2025 - Withdrawal of Proposed Rules - Vol. 25, Issue 7, Washington State Register 04/02/2025",0,Master,No,,,,,,lactation; Misc,,no,yes
REGULATION,WA,,45208,,2024,,,,25-02-031,Statement of Jurisdiction,,,"Provides that the United States Department of Education released its final rule under Title IX, which requires institutions of higher education to implement student disciplinary procedures addressing sex discrimination, including sex-based harassment.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202445208&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Bellingham Technical College,,,,2024-10-30,,,,,,2024-10-30,2024-12-19,,,12/02/2024;01/19/2025,,,,,"Bellingham Technical College, 3028 Lindbergh Ave. Bellingham WA 98225, 360-752-7000, btc@btc.edu",WAC 495B-121-235 thru -390 (non seq),"12/19/2024 - Rule Adoption - Vol. 25, Issue 2, Washington State Register 01/15/2025",0,Master,No,,,,,,lactation; Misc,,no,yes
REGULATION,WA,,45337,,2025,,,,25-02-046,Family Planning Only Programs-Covered Services,,,These rules are necessary to expand family-planning only (FPO) coverage to support preventative screenings and family planning services while the permanent rule-making process is completed.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202545337&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Health Care Authority,,,,2024-12-20,,,,,,2024-12-20,,,,12/20/2024,,,,,"Health Care Authority, Dennis Martin, Administrator, Legislative Affairs and Analysis, Cherry Street Plaza, 626 8th Avenue SE, Olympia, WA 98501, 844-284-2148, dennis.martin@hca.wa.gov","WAC 182-532-530, -550, -560","12/20/2024 - No published proposal - Vol. 25, Issue 2, Washington State Register 01/15/2025; 12/20/2024 - Emergency Rule Adoption - Vol. 25, Issue 2, Washington State Register 01/15/2025",0,Master,No,,,Misc,,,,,yes,yes
REGULATION,WA,,45355,,2025,,,,25-02-111,Birth Doula Services-Purpose,,,"This emergency rule is necessary to implement reimbursement for birth doula services, effective January 1, 2025, while the permanent rule-making process is completed. Coverage for birth doula services is directed by section 211(34), chapter 376, Laws of 2024 (ESSB 5950), and is a critical step for improving access to doula care and addressing preventable poor maternal and infant outcomes.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202545355&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Health Care Authority,,,,2024-12-31,,,,,,2024-12-31,,,,01/01/2025,,,,,"Health Care Authority, Dennis Martin, Administrator, Legislative Affairs and Analysis, Cherry Street Plaza, 626 8th Avenue SE, Olympia, WA 98501, 844-284-2148, dennis.martin@hca.wa.gov",WAC 182-533-0610 thru -0680 (non seq),"12/31/2024 - No published proposal - Vol. 25, Issue 2, Washington State Register 01/15/2025; 12/31/2024 - Emergency Rule Adoption - Vol. 25, Issue 2, Washington State Register 01/15/2025",0,Master,No,,,,,,Doula,,yes,yes
REGULATION,WA,,45374,,2025,,,,25-03-056,Definitions,,,"Immediate change of these rules is necessary to protect against the harms to public health, safety, and welfare that, absent independent state-law protections, would result from potentially imminent changes to federal policy that the federal government will seek to enforce to restrict hospitals' obligation and ability to provide abortion care as treatment for emergency medical conditions consistent with the standard of care and the patient's informed consent and to provide treatment that prioritizes a pregnant person's health and safety according to their informed consent.",http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202545374&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Department of Health,,,,2025-01-13,,,,,,2025-01-13,,,,01/13/2025,,,,,"Department of Health, River View Corporate Center, Ste 1500, 16201 East Indiana Ave, Spokane Valley, WA 99216","WAC 246-320-010, -281","01/13/2025 - No published proposal - Vol. 25, Issue 3, Washington State Register 02/05/2025; 01/13/2025 - Emergency Rule Adoption - Vol. 25, Issue 3, Washington State Register 02/05/2025",0,Master,No,Misc,,,,,,,yes,yes
REGULATION,WA,,45616,,2025,,,,25-09-097,Family Planning Only Programs-Payment Limitations,,,These rules are necessary to expand family-planning only (FPO) coverage to support preventative screenings and family planning services while the permanent rule-making process is completed.,http://custom.statenet.com/public/resources.cgi?id=ID:reg:WA202545616&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,Health Care Authority,,,,2025-04-18,,,,,,2025-04-18,,,,04/18/2025,,,,,"Health Care Authority, Dennis Martin, Administrator, Legislative Affairs and Analysis, Cherry St Plaza, 626 8th Ave SE, Olympia, WA 98501, 844-284-2148, dennis.martin@hca.wa.gov","WAC 182-532-530, -550, -560","04/18/2025 - No published proposal - Vol. 25, Issue 9, Washington State Register 05/07/2025; 04/18/2025 - Emergency Rule Adoption - Vol. 25, Issue 9, Washington State Register 05/07/2025",0,Master,No,,,Misc,,,,,yes,yes
